Title,Price,Location,Amenities,Type,Agent,Link,Date
 3 Bedroom Bungalow ,"₦ 55,000,000","Aba Nla, (3 Houses To The Main Road,ologuneru Eleyele Road, Ibadan Oyo", 3 Beds ,3 Bedroom Bungalow,"
               Olamide Popoola 
             ",/property/3-bedroom-house-for-sale-aba-nla-3-houses-to-the-main-roadologuneru-eleyele-road-ibadan-oyo-0NMFH," Updated 31 Oct 2025, Added 04 Sep 2025"
" 7,024sqm Land ","₦ 9,000,000,000",Victoria Island Lagos, ,"7,024sqm Land","
               Olamide Popoola 
             ",/property/land-for-sale-victoria-island-lagos-5NNRY," Updated 31 Oct 2025, Added 17 Sep 2025"
 2500sqm Of Land ,"₦ 400,000,000","Alalubosa Gra, Ibadan Oyo", ,2500sqm Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-alalubosa-gra-ibadan-oyo-2NMFJ," Updated 31 Oct 2025, Added 04 Sep 2025"
 Studio Apartment ,"₦ 12,000,000","Atoyebi Courts, Basorun Ibadan Oyo", ,Studio Apartment,"
               Olamide Popoola 
             ",/property/flat-apartment-for-sale-atoyebi-courts-basorun-ibadan-oyo-4NNVQ," Updated 31 Oct 2025, Added 19 Sep 2025"
 1800sqm Parcel Of Land ,"₦ 390,000,000","Kolapo Ishola Gra, Akobo Ibadan Oyo", ,1800sqm Parcel Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-kolapo-ishola-gra-akobo-ibadan-oyo-6NSGM," Updated 31 Oct 2025, Added 21 Oct 2025"
 Newly Built 4 Bedroom Detached Duplex ,"₦ 330,000,000","Carlton Gate Estate, Akobo Ibadan Oyo", 4 Beds 4 Baths ,Newly Built 4 Bedroom Detached Duplex,"
               Olamide Popoola 
             ",/property/4-bedroom-house-for-sale-carlton-gate-estate-akobo-ibadan-oyo-4NLWN," Updated 31 Oct 2025, Added 01 Sep 2025"
 4 Bedroom Detached Duplex ,"₦ 200,000,000","Chief Lateef Oyelade Gra, Oluyole Estate Ibadan Oyo", 4 Beds ,4 Bedroom Detached Duplex,"
               Olamide Popoola 
             ",/property/4-bedroom-house-for-sale-chief-lateef-oyelade-gra-oluyole-estate-ibadan-oyo-6NMYN," Updated 31 Oct 2025, Added 11 Sep 2025"
 4 Room Office Space ,"₦ 200,000,000","Oladimeji Neighborhood, New Bodija. Ibadan Oyo", ,4 Room Office Space,"
               Olamide Popoola 
             ",/property/commercial-property-for-sale-oladimeji-neighborhood-new-bodija-ibadan-oyo-4NMSZ," Updated 31 Oct 2025, Added 09 Sep 2025"
 Newly Built 4 Bedroom Semi Detached Duplex With Bq ," ₦ 135,000,000 ",Ajah Lekki Lagos, 4 Beds 4 Baths ,Newly Built 4 Bedroom Semi Detached Duplex With Bq,"
               LANDOFGOLD PROPERTY 
             ",/property/4-bedroom-house-for-sale-ajah-lekki-lagos-0NSUQ,"Updated 31 Oct 2025, Added 27 Oct 2025"
 Warehouse ,"₦ 1,500,000,000",Oluyole Industrial Estate Oluyole Estate Ibadan Oyo, ,Warehouse,"
               Olamide Popoola 
             ",/property/commercial-property-for-sale-oluyole-industrial-estate-oluyole-estate-ibadan-oyo-7NPCN," Updated 31 Oct 2025, Added 22 Sep 2025"
 1900sqm Plot Of Land ,"₦ 390,000,000","Engr Lere Adigun Gra, Basorun Ibadan Oyo", ,1900sqm Plot Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-engr-lere-adigun-gra-basorun-ibadan-oyo-1NLLL," Updated 31 Oct 2025, Added 28 Aug 2025"
 4 Units Of 3 Bedroom Flat ,"₦ 180,000,000","Wole Adetunji Crescent, Ikolaba Gra, Ibadan Oyo", ,4 Units Of 3 Bedroom Flat,"
               Olamide Popoola 
             ",/property/flat-apartment-for-sale-wole-adetunji-crescent-ikolaba-gra-ibadan-oyo-4NNQD," Updated 31 Oct 2025, Added 17 Sep 2025"
 4 Bedroom Bungalow With Bq ,"₦ 550,000,000","Iyaganku Gra, Ibadan Oyo", 4 Beds ,4 Bedroom Bungalow With Bq,"
               Olamide Popoola 
             ",/property/4-bedroom-house-for-sale-iyaganku-gra-ibadan-oyo-6NNLH," Updated 31 Oct 2025, Added 15 Sep 2025"
 2 Bedroom Flat ,"₦ 65,000,000","Behind Foodco, Ring Rd Ibadan Oyo", 2 Beds ,2 Bedroom Flat,"
               Olamide Popoola 
             ",/property/2-bedroom-flat-apartment-for-sale-behind-foodco-ring-rd-ibadan-oyo-3NPKN," Updated 31 Oct 2025, Added 25 Sep 2025"
 Commercial Property ,"₦ 215,000,000","Aare Avenue, New Bodija, Ibadan Oyo", ,Commercial Property,"
               Olamide Popoola 
             ",/property/commercial-property-for-sale-aare-avenue-new-bodija-ibadan-oyo-8NMFH," Updated 31 Oct 2025, Added 04 Sep 2025"
 4 Bedroom Detached Duplex ,"₦ 180,000,000","Emmanuel Estate, Ile Tuntun, Jericho Extension, Jericho Ibadan Oyo", 4 Beds ,4 Bedroom Detached Duplex,"
               Olamide Popoola 
             ",/property/4-bedroom-house-for-sale-emmanuel-estate-ile-tuntun-jericho-extension-jericho-ibadan-oyo-0NMYP," Updated 31 Oct 2025, Added 11 Sep 2025"
 Land ,"₦ 600,000,000","S&t Military Estate, Jericho Eleyele Road, Jericho, Jericho Ibadan Oyo", ,Land,"
               Olamide Popoola 
             ",/property/land-for-sale-st-military-estate-jericho-eleyele-road-jericho-jericho-ibadan-oyo-4NMYQ," Updated 31 Oct 2025, Added 11 Sep 2025"
 4 Bedroom Fully Detached Duplex ,"₦ 240,000,000","Ikolaba Gra, Ibadan Oyo", 4 Beds ,4 Bedroom Fully Detached Duplex,"
               Olamide Popoola 
             ",/property/4-bedroom-house-for-sale-ikolaba-gra-ibadan-oyo-2NQQR," Updated 31 Oct 2025, Added 06 Oct 2025"
 Luxuriously Fully Detached 5bedroom Duplex With A Bq ," ₦ 310,000,000 ","Blue Gate Estate, Oluyole Estate Oluyole Oyo", 5 Beds 6 Baths ,Luxuriously Fully Detached 5bedroom Duplex With A Bq,"
               RokenProperties Ltd 
             ",/property/5-bedroom-house-for-sale-blue-gate-estate-oluyole-estate-oluyole-oyo-7NREQ,"Updated 31 Oct 2025, Added 12 Oct 2025"
 854sqm Plot Of Land ,"₦ 160,000,000","Engr Lere Adigun Gra, Basorun Ibadan Oyo", ,854sqm Plot Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-engr-lere-adigun-gra-basorun-ibadan-oyo-6NQWM," Updated 31 Oct 2025, Added 08 Oct 2025"
 470sqm Plot Of Land ,"₦ 30,000,000","Abdul Salam Estate, Akala Way, Akobo Ibadan Oyo", ,470sqm Plot Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-abdul-salam-estate-akala-way-akobo-ibadan-oyo-6NPLY," Updated 31 Oct 2025, Added 25 Sep 2025"
 1000sqm Of Land ,"₦ 150,000,000","Near Adron Estate, Off Magazine Road, Jericho Main Gra, Jericho Ibadan Oyo", ,1000sqm Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-near-adron-estate-off-magazine-road-jericho-main-gra-jericho-ibadan-oyo-3NLCX," Updated 31 Oct 2025, Added 25 Aug 2025"
 Units Of 5 Bedroom Detached Duplex ,"₦ 500,000,000","Agodi Gra, Agodi Ibadan Oyo", 5 Beds ,Units Of 5 Bedroom Detached Duplex,"
               Olamide Popoola 
             ",/property/5-bedroom-house-for-sale-agodi-gra-agodi-ibadan-oyo-6NMYP," Updated 31 Oct 2025, Added 11 Sep 2025"
 1200sqm Plot Of Land ,"₦ 220,000,000","Kolapo Ishola Gra, Akobo Ibadan Oyo", ,1200sqm Plot Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-kolapo-ishola-gra-akobo-ibadan-oyo-1NTCA," Updated 31 Oct 2025, Added 29 Oct 2025"
 Land ,"₦ 600,000,000","Near Cbn Clinic, Onireke Gra, Jericho Ibadan Oyo", ,Land,"
               Olamide Popoola 
             ",/property/land-for-sale-near-cbn-clinic-onireke-gra-jericho-ibadan-oyo-0NLXR," Updated 31 Oct 2025, Added 01 Sep 2025"
 2079sqm Commercial Complex With Stalls ,"₦ 550,000,000","Academy Iwo Road Opposite Shafa Oil, Iwo Rd Ibadan Oyo", ,2079sqm Commercial Complex With Stalls,"
               Olamide Popoola 
             ",/property/commercial-property-for-sale-academy-iwo-road-opposite-shafa-oil-iwo-rd-ibadan-oyo-8NMCE," Updated 31 Oct 2025, Added 03 Sep 2025"
 Detached 3 Bedroom Bungalow With A Room Bq ,"₦ 83,000,000","Abdulsalam Estate, Akala Way, Akobo Ibadan Oyo", 3 Beds 4 Baths ,Detached 3 Bedroom Bungalow With A Room Bq,"
               Olamide Popoola 
             ",/property/3-bedroom-house-for-sale-abdulsalam-estate-akala-way-akobo-ibadan-oyo-5NPSF," Updated 31 Oct 2025, Added 27 Sep 2025"
 1 Bedroom Flat ,"₦ 55,000,000","Behind Foodco, Ring Rd Ibadan Oyo", 1 Beds ,1 Bedroom Flat,"
               Olamide Popoola 
             ",/property/1-bedroom-flat-apartment-for-sale-behind-foodco-ring-rd-ibadan-oyo-7NPKN," Updated 31 Oct 2025, Added 25 Sep 2025"
 2 Bedroom Detached Duplex ,"₦ 100,000,000","Carlton Gate Estate, Akobo Ibadan Oyo", 2 Beds ,2 Bedroom Detached Duplex,"
               Olamide Popoola 
             ",/property/2-bedroom-house-for-sale-carlton-gate-estate-akobo-ibadan-oyo-6NNNV," Updated 31 Oct 2025, Added 16 Sep 2025"
 1000sqm Of Land ,"₦ 250,000,000",Baywood Agodi Garden Estate Akobo Ibadan Oyo, ,1000sqm Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-baywood-agodi-garden-estate-akobo-ibadan-oyo-7NLLP," Updated 31 Oct 2025, Added 28 Aug 2025"
 Massive 4 Bedroom Terraced Duplex With Bq ," ₦ 1,500,000,000 ",Main Maitama Abuja, 4 Beds 4 Baths ,Massive 4 Bedroom Terraced Duplex With Bq,"
               Innerowrkings investments 
             ",/property/4-bedroom-house-for-sale-main-maitama-abuja-7NQQP,"Updated 31 Oct 2025, Added 06 Oct 2025"
 5 Bedroom Detached Duplex + Bq + Solar Inverter ,"₦ 465,000,000","Yemoja Street, Oluyole Estate Ibadan Oyo", 5 Beds 5 Baths ,5 Bedroom Detached Duplex + Bq + Solar Inverter,"
               Olamide Popoola 
             ",/property/5-bedroom-house-for-sale-yemoja-street-oluyole-estate-ibadan-oyo-4NTEH," Updated 31 Oct 2025, Added 30 Oct 2025"
 Land Measuring 500sqm ,"₦ 180,000,000","Kobiowu Crescent, Iyanganku Ibadan Oyo", ,Land Measuring 500sqm,"
               Olamide Popoola 
             ",/property/land-for-sale-kobiowu-crescent-iyanganku-ibadan-oyo-5NRDC," Updated 31 Oct 2025, Added 11 Oct 2025"
 Land ,"₦ 75,000,000",Ikolaba Ibadan Oyo, ,Land,"
               Olamide Popoola 
             ",/property/land-for-sale-ikolaba-ibadan-oyo-9NLTS," Updated 31 Oct 2025, Added 30 Aug 2025"
 Commercial Building ,"₦ 800,000,000",Opposite Mende Mende Maryland Lagos, ,Commercial Building,"
               Olamide Popoola 
             ",/property/commercial-property-for-sale-opposite-mende-mende-maryland-lagos-6NKHE," Updated 31 Oct 2025, Added 18 Aug 2025"
 Land Measuring 550sqm ,"₦ 125,000,000",Baywood Agodi Garden Estate Ibadan Oyo, ,Land Measuring 550sqm,"
               Olamide Popoola 
             ",/property/land-for-sale-baywood-agodi-garden-estate-ibadan-oyo-9NLLP," Updated 31 Oct 2025, Added 28 Aug 2025"
 5 Bedroom Detached Bungalow With Bq ,"₦ 200,000,000","Awolowo, Old Bodija Ibadan Oyo", 5 Beds ,5 Bedroom Detached Bungalow With Bq,"
               Olamide Popoola 
             ",/property/5-bedroom-house-for-sale-awolowo-old-bodija-ibadan-oyo-2NPQL," Updated 31 Oct 2025, Added 26 Sep 2025"
 750sqm Of Land ,"₦ 160,000,000","Kolapo Ishola Gra, Akobo Ibadan Oyo", ,750sqm Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-kolapo-ishola-gra-akobo-ibadan-oyo-7NLHF," Updated 31 Oct 2025, Added 27 Aug 2025"
 Commercial 4000sqm Of Land ,"₦ 600,000,000","Near Foodco, Jericho Gra, Jericho Ibadan Oyo", ,Commercial 4000sqm Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-near-foodco-jericho-gra-jericho-ibadan-oyo-1NPUQ," Updated 31 Oct 2025, Added 29 Sep 2025"
 5 Bedroom Duplex With Penthouse ,"₦ 250,000,000",Oluyole Oluyole Estate Ibadan Oyo, 5 Beds ,5 Bedroom Duplex With Penthouse,"
               Olamide Popoola 
             ",/property/5-bedroom-house-for-sale-oluyole-oluyole-estate-ibadan-oyo-9NNDP," Updated 31 Oct 2025, Added 13 Sep 2025"
 Two Bedroom Apartment ," ₦ 5,000,000/month ",Lekki Phase 1 Lekki Lagos, 2 Beds 2 Baths ,Two Bedroom Apartment,"
               Dibah Mercy 
             ",/property/2-bedroom-house-for-shortlet-lekki-phase-1-lekki-lagos-0NMBS,"Updated 31 Oct 2025, Added 03 Sep 2025"
 4 Bedroom Duplex ,"₦ 270,000,000","Kolapo Ishola Gra, Akobo Ibadan Oyo", 4 Beds ,4 Bedroom Duplex,"
               Olamide Popoola 
             ",/property/4-bedroom-house-for-sale-kolapo-ishola-gra-akobo-ibadan-oyo-4NMAG," Updated 31 Oct 2025, Added 02 Sep 2025"
 3 Bedroom Detached Bungalow ,"₦ 75,000,000","Off Johnson Awe, Oluyole Estate Ibadan Oyo", 3 Beds ,3 Bedroom Detached Bungalow,"
               Olamide Popoola 
             ",/property/3-bedroom-house-for-sale-off-johnson-awe-oluyole-estate-ibadan-oyo-1NPLJ," Updated 31 Oct 2025, Added 25 Sep 2025"
 A 4 Bedroom Detached Duplex + Bq + Inverter ,"₦ 310,000,000",Blue Gate Estate Oluyole Estate Ibadan Oyo, 4 Beds ,A 4 Bedroom Detached Duplex + Bq + Inverter,"
               Olamide Popoola 
             ",/property/4-bedroom-house-for-sale-blue-gate-estate-oluyole-estate-ibadan-oyo-4NHXL," Updated 31 Oct 2025, Added 04 Aug 2025"
 4 Bedroom Detached Duplex With Bq ,"₦ 185,000,000","Kolapo Ishola Gra, Akobo Ibadan Oyo", ,4 Bedroom Detached Duplex With Bq,"
               Olamide Popoola 
             ",/property/house-for-sale-kolapo-ishola-gra-akobo-ibadan-oyo-5NRTT," Updated 31 Oct 2025, Added 16 Oct 2025"
 500sqm Plot Of Land ,"₦ 95,000,000","Engr Lere Adigun Gra, Basorun Ibadan Oyo", ,500sqm Plot Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-engr-lere-adigun-gra-basorun-ibadan-oyo-8NQLU," Updated 31 Oct 2025, Added 05 Oct 2025"
 3 Units Of 4 Bedroom Bungalow ,"₦ 270,000,000","Kobe Street, Ring Rd Ibadan Oyo", ,3 Units Of 4 Bedroom Bungalow,"
               Olamide Popoola 
             ",/property/house-for-sale-kobe-street-ring-rd-ibadan-oyo-0NMTB," Updated 31 Oct 2025, Added 09 Sep 2025"
 450sqm Plot Of Land ,"₦ 40,000,000","Tiger Mini Estate, Ojoo Ibadan Oyo", ,450sqm Plot Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-tiger-mini-estate-ojoo-ibadan-oyo-4NNUW," Updated 31 Oct 2025, Added 18 Sep 2025"
 5 Bedroom Fully Detached Duplex ,"₦ 180,000,000","Oladunni Ayandipo Street, New Bodija, Ibadan Oyo", 5 Beds ,5 Bedroom Fully Detached Duplex,"
               Olamide Popoola 
             ",/property/5-bedroom-house-for-sale-oladunni-ayandipo-street-new-bodija-ibadan-oyo-5NMLM," Updated 31 Oct 2025, Added 06 Sep 2025"
 5 Bedroom Detached Duplex ,"₦ 350,000,000","Providence Estate, Eleyele Ibadan Oyo", ,5 Bedroom Detached Duplex,"
               Olamide Popoola 
             ",/property/house-for-sale-providence-estate-eleyele-ibadan-oyo-7NMZP," Updated 31 Oct 2025, Added 11 Sep 2025"
 Commercial 42 Office Building On 3829sqm ,"₦ 1,000,000,000","Awolowo, Main Bodija Road, Bodija Ibadan Oyo", ,Commercial 42 Office Building On 3829sqm,"
               Olamide Popoola 
             ",/property/commercial-property-for-sale-awolowo-main-bodija-road-bodija-ibadan-oyo-1NNFR," Updated 31 Oct 2025, Added 14 Sep 2025"
 545sqm Residential Plot Of Land ,"₦ 65,000,000","Federal Agriculture Housing Estate, Beside Calton Gate Estate, Akobo Ibadan Oyo", ,545sqm Residential Plot Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-federal-agriculture-housing-estate-beside-calton-gate-estate-akobo-ibadan-oyo-8NNQD," Updated 31 Oct 2025, Added 17 Sep 2025"
 Newly Built 5 Bedroom Fully Detached Duplex ," ₦ 420,000,000 ",Megamound Lekki Phase 2 Lekki Lagos, 5 Beds 5 Baths ,Newly Built 5 Bedroom Fully Detached Duplex,"
               PCL HOMES 
             ",/property/5-bedroom-house-for-sale-megamound-lekki-phase-2-lekki-lagos-0NQGE,"Updated 31 Oct 2025, Added 03 Oct 2025"
 3 Bedroom Bungalow With Mini Flat Bq ,"₦ 165,000,000","Ikolaba/arisekola Street New Bodija, Ibadan Oyo", 3 Beds ,3 Bedroom Bungalow With Mini Flat Bq,"
               Olamide Popoola 
             ",/property/3-bedroom-house-for-sale-ikolaba-arisekola-street-new-bodija-ibadan-oyo-9NRHK," Updated 31 Oct 2025, Added 13 Oct 2025"
 1000sqm Land ,"₦ 180,000,000","Kolapo Ishola Gra, Akobo Ibadan Oyo", ,1000sqm Land,"
               Olamide Popoola 
             ",/property/land-for-sale-kolapo-ishola-gra-akobo-ibadan-oyo-6NQDT," Updated 31 Oct 2025, Added 02 Oct 2025"
 Land ,"₦ 23,000,000","Alapata, Elewuro, Akobo Ibadan Oyo", ,Land,"
               Olamide Popoola 
             ",/property/land-for-sale-alapata-elewuro-akobo-ibadan-oyo-8NPET," Updated 31 Oct 2025, Added 23 Sep 2025"
 1580sqm Land With A Detached Duplex And Bq ,"₦ 420,000,000","Kobiowu Crescent, Lyaganku Gra, Iyanganku Ibadan Oyo", ,1580sqm Land With A Detached Duplex And Bq,"
               Olamide Popoola 
             ",/property/house-for-sale-kobiowu-crescent-lyaganku-gra-iyanganku-ibadan-oyo-4NLJZ," Updated 31 Oct 2025, Added 27 Aug 2025"
 4 Bedroom Detached Bungalow With A Bq ,"₦ 200,000,000","Carlton Gate Estate, Akobo Ibadan Oyo", 4 Beds 4 Baths ,4 Bedroom Detached Bungalow With A Bq,"
               Olamide Popoola 
             ",/property/4-bedroom-house-for-sale-carlton-gate-estate-akobo-ibadan-oyo-4NRZZ," Updated 31 Oct 2025, Added 19 Oct 2025"
 4 Bedroom Detached Bungalow ,"₦ 170,000,000","Adeyi, Off Awolowo, Old Bodija Bodija Ibadan Oyo", 4 Beds ,4 Bedroom Detached Bungalow,"
               Olamide Popoola 
             ",/property/4-bedroom-house-for-sale-adeyi-off-awolowo-old-bodija-bodija-ibadan-oyo-8NLLK," Updated 31 Oct 2025, Added 28 Aug 2025"
 Land ,"₦ 210,000,000","Engr Lere Adigun Gra, Basorun Ibadan Oyo", ,Land,"
               Olamide Popoola 
             ",/property/land-for-sale-engr-lere-adigun-gra-basorun-ibadan-oyo-7NLXW," Updated 31 Oct 2025, Added 01 Sep 2025"
 4 Bedroom Detached Duplex With Bq/10kva Solar Inverter ,"₦ 385,000,000","Yemoja Street, Oluyole Estate Ibadan Oyo", 4 Beds ,4 Bedroom Detached Duplex With Bq/10kva Solar Inverter,"
               Olamide Popoola 
             ",/property/4-bedroom-house-for-sale-yemoja-street-oluyole-estate-ibadan-oyo-4NSXR," Updated 31 Oct 2025, Added 28 Oct 2025"
 Land Measuring 1000sqm ,"₦ 3,300,000,000",Banana Island Victoria Island Lagos, ,Land Measuring 1000sqm,"
               Olamide Popoola 
             ",/property/land-for-sale-banana-island-victoria-island-lagos-4NLLQ," Updated 31 Oct 2025, Added 28 Aug 2025"
 2 Bedroom Apartment ," ₦ 250,000/day ",Lekki Phase 1 Lekki Lagos, 2 Beds 2 Baths ,2 Bedroom Apartment,"
               Ezekiel Bassey 
             ",/property/2-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-3NQGJ,"Updated 31 Oct 2025, Added 03 Oct 2025"
 Units Of 5 Bedroom Terrace Duplex ,"₦ 200,000,000","Kolapo Ishola Gra, Akobo Ibadan Oyo", 5 Beds ,Units Of 5 Bedroom Terrace Duplex,"
               Olamide Popoola 
             ",/property/5-bedroom-house-for-sale-kolapo-ishola-gra-akobo-ibadan-oyo-1NLWM," Updated 31 Oct 2025, Added 01 Sep 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 300,000,000",Kobiowu Estate Iyanganku Ibadan Oyo, 4 Beds ,4 Bedroom Semi Detached Duplex,"
               Olamide Popoola 
             ",/property/4-bedroom-house-for-sale-kobiowu-estate-iyanganku-ibadan-oyo-1NLLK," Updated 31 Oct 2025, Added 28 Aug 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 130,000,000","Alpha Grace Estate, Nihort/ Jericho Ibadan Oyo", 4 Beds ,4 Bedroom Semi Detached Duplex,"
               Olamide Popoola 
             ",/property/4-bedroom-house-for-sale-alpha-grace-estate-nihort-jericho-ibadan-oyo-5NRBC," Updated 31 Oct 2025, Added 10 Oct 2025"
 2 Bedroom Flat Units ,"₦ 65,000,000","Behind Foodco, Ringroad Ring Rd Ibadan Oyo", 2 Beds 2 Baths ,2 Bedroom Flat Units,"
               Olamide Popoola 
             ",/property/2-bedroom-flat-apartment-for-sale-behind-foodco-ringroad-ring-rd-ibadan-oyo-7NPBP," Updated 31 Oct 2025, Added 22 Sep 2025"
 500sqm Plot Of Land ,"₦ 200,000,000","Kobiowu Crescent, Iyaganku Gra, Iyanganku Ibadan Oyo", ,500sqm Plot Of Land,"
               Olamide Popoola 
             ",/property/land-for-sale-kobiowu-crescent-iyaganku-gra-iyanganku-ibadan-oyo-3NNLJ," Updated 31 Oct 2025, Added 15 Sep 2025"
 517sqm Commercial Land ,"₦ 150,000,000","Along Kolapo Ishola Gra, Akobo Ibadan Oyo", ,517sqm Commercial Land,"
               Olamide Popoola 
             ",/property/land-for-sale-along-kolapo-ishola-gra-akobo-ibadan-oyo-7NLRK," Updated 31 Oct 2025, Added 29 Aug 2025"
 4 Bedroom Semi Detached Duplex With Bq ,"₦ 200,000,000",Mende Maryland Lagos, 4 Beds ,4 Bedroom Semi Detached Duplex With Bq,"
               Loyalty homes 
             ",/property/4-bedroom-house-for-sale-mende-maryland-lagos-6NSBX," Updated 31 Oct 2025, Added 20 Oct 2025"
 5 Bedroom Fully Detached Duplex ,"₦ 450,000,000",Chevron Lekki Lagos, 5 Beds ,5 Bedroom Fully Detached Duplex,"
               Loyalty homes 
             ",/property/5-bedroom-house-for-sale-chevron-lekki-lagos-5NSHJ," Updated 31 Oct 2025, Added 22 Oct 2025"
 4 Bedroom Semi Detached Duplex With Bq ,"₦ 145,000,000",Ajah Lagos, 4 Beds ,4 Bedroom Semi Detached Duplex With Bq,"
               Loyalty homes 
             ",/property/4-bedroom-house-for-sale-ajah-lagos-8NRTB," Updated 31 Oct 2025, Added 16 Oct 2025"
